엽종분류,업종명,영업자시작일,업소명,소재지도로명주소,소재지지번주소,전화번호,데이터기준일자
일반음식점,일반음식점,2013-02-18,숙이네맛집,"광주광역시 동구 금남로 193-24 (금남로4가,(1층))",광주광역시 동구 금남로4가 1-3 (1층) ,062-224-0749,2020-09-18
휴게음식점,휴게음식점,2013-02-20,커피리나롯데점,"광주광역시 동구 독립로 262-1, 1층 (금남로5가)",광주광역시 동구 금남로5가 1-17 (지상1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-02-26,카페소그노(Sogno),광주광역시 동구 장동로 21 (1)층 (장동),광주광역시 동구 장동 84-11 (1층) ,062-232-2012,2020-09-18
일반음식점,일반음식점,2013-02-27,평광,광주광역시 동구 지산로 86-27 (지산동),광주광역시 동구 지산동 342-55 ,062-227-2226,2020-09-18
일반음식점,일반음식점,2013-02-27,맘스쿡,"광주광역시 동구 동계천로 143, 1층 (동명동)",광주광역시 동구 동명동 154-73 (1층) ,062-233-1233,2020-09-18
일반음식점,일반음식점,2013-03-06,반도선지국,광주광역시 동구 독립로264번길 26-1 (금남로5가),광주광역시 동구 금남로5가 86-2 ,062-223-6834,2020-09-18
일반음식점,일반음식점,2013-03-07,피자헛금남로점,"광주광역시 동구 금남로 172-1, 1층 (금남로5가)",광주광역시 동구 금남로5가 114-3 1층 ,062-225-3414,2020-09-18
일반음식점,일반음식점,2013-03-07,가복,"광주광역시 동구 필문대로153번길 35, 1층 (산수동)",광주광역시 동구 산수동 111-15 ,,2020-09-18
일반음식점,일반음식점,2013-03-08,술술식당1,"광주광역시 동구 화산로 356 (용산동,(1층))",광주광역시 동구 용산동 636-39 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-03-11,오동도식당,광주광역시 동구 중앙로196번길 13 (궁동),광주광역시 동구 궁동 56-3 ,062-222-8110,2020-09-18
일반음식점,일반음식점,2013-03-11,부부순대,"광주광역시 동구 필문대로192번길 8, 1층 (산수동)",광주광역시 동구 산수동 557-6 1층 ,062-223-0872,2020-09-18
일반음식점,일반음식점,2013-03-20,김밥천국(조대후문점),광주광역시 동구 필문대로273번길 22 (지산동),광주광역시 동구 지산동 473-2 ,062-222-5541,2020-09-18
일반음식점,일반음식점,2013-03-20,향미실내포장마차,"광주광역시 동구 동계천로6번길 6-1, 1층 (대인동)",광주광역시 동구 대인동 320-21 1층 ,,2020-09-18
일반음식점,일반음식점,2013-03-20,돈마니,광주광역시 동구 동명로 80 (1)층 (지산동),광주광역시 동구 지산동 654-25 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-03-21,플라워카페,"광주광역시 동구 남문로 689, 1층 (학동)",광주광역시 동구 학동 868-4 (1층) ,062-224-4005,2020-09-18
일반음식점,일반음식점,2013-03-27,와우호프 두암점,"광주광역시 동구 갈마로 52, 1층 (산수동)",광주광역시 동구 산수동 679 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-04-01,테라스,광주광역시 동구 필문대로191번길 15-26 (산수동),광주광역시 동구 산수동 517-6 ,062-224-9731,2020-09-18
일반음식점,일반음식점,2013-04-01,메트로,"광주광역시 동구 문화전당로35번길 13 (광산동,(3층))",광주광역시 동구 광산동 60-2 (3층) ,062-225-7077,2020-09-18
일반음식점,일반음식점,2013-04-02,광주충장점한신포차,"광주광역시 동구 백서로125번길 34-2 (금동,(1층))",광주광역시 동구 금동 7-1 (1층) ,062-225-2090,2020-09-18
일반음식점,일반음식점,2013-04-05,퍼스트레시피(1st Recipe),,광주광역시 동구 황금동 76-2 2층 ,062-234-4567,2020-09-18
일반음식점,일반음식점,2013-04-10,청풍명월,"광주광역시 동구 지호로160번길 18, 1.2층 (지산동)",광주광역시 동구 지산동 산 68-29 ,062-225-4272,2020-09-18
휴게음식점,휴게음식점,2013-04-16,베스킨라빈스,"광주광역시 동구 남문로 664, 1층 (학동)",광주광역시 동구 학동 750-4 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-04-19,오가호프통닭,"광주광역시 동구 충장로22번길 8-3 (충장로5가,(1층))",광주광역시 동구 충장로5가 80-31 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-04-23,재미케잌,"광주광역시 동구 중앙로160번길 12-1, 3층 (황금동)",광주광역시 동구 황금동 111 (3층) ,,2020-09-18
일반음식점,일반음식점,2013-04-24,아리랑 하우스,"광주광역시 동구 무등로321번길 2 (계림동,(1,2층))","광주광역시 동구 계림동 559-1 (1,2층) ",062-529-2888,2020-09-18
일반음식점,일반음식점,2013-04-24,깻잎통닭 1,"광주광역시 동구 필문대로287번길 23, 2층 (지산동)",광주광역시 동구 지산동 507-23 ,062-222-9293,2020-09-18
일반음식점,일반음식점,2013-04-24,카페 보네르(Cafe BONHEUR),"광주광역시 동구 무등로321번길 2, 1층 (계림동)",광주광역시 동구 계림동 559-1 (1층) ,062-525-2111,2020-09-18
일반음식점,일반음식점,2013-04-25,김밥OK,"광주광역시 동구 독립로264번길 4-1, 1층 (금남로5가)",광주광역시 동구 금남로5가 1-29 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-05-08,더치앤더치,"광주광역시 동구 예술길 34, 1층 (대의동)",광주광역시 동구 대의동 69-1 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-05-14,그리고커피,"광주광역시 동구 구성로 171, 1층 (충장로5가)",광주광역시 동구 충장로5가 22 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-05-15,커피볶는집,"광주광역시 동구 의재로 15 (학동,(1층))",광주광역시 동구 학동 873-23 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-05-27,일루이,"광주광역시 동구 서석로 23-15 (불로동,(1층))",광주광역시 동구 불로동 110-1 (1층) ,062-223-8779,2020-09-18
일반음식점,일반음식점,2013-06-12,도리원,"광주광역시 동구 동계천로95번길 27-23, 1층 (동명동)",광주광역시 동구 동명동 249-9 ,062-222-0369,2020-09-18
일반음식점,일반음식점,2013-06-13,금탑소머리국밥,광주광역시 동구 백서로 125 (금동),광주광역시 동구 금동 194-2 ,062-222-5531,2020-09-18
일반음식점,일반음식점,2013-06-20,은강,광주광역시 동구 제봉로140번길 12-5 (장동),광주광역시 동구 장동 51-4 ,062-225-7333,2020-09-18
일반음식점,일반음식점,2013-06-25,아찬설,"광주광역시 동구 백서로 167 (서석동,(1층))",광주광역시 동구 서석동 97-10 (1층) ,062-223-8022,2020-09-18
일반음식점,일반음식점,2013-06-26,대광,"광주광역시 동구 서석로7번길 5 (불로동,(1,2층))","광주광역시 동구 불로동 90-5 (1,2층) ",062-223-3598,2020-09-18
휴게음식점,휴게음식점,2013-06-26,공차충장점,"광주광역시 동구 중앙로 163, 4층 (충장로4가)",광주광역시 동구 충장로4가 29-2 (4층) ,,2020-09-18
휴게음식점,휴게음식점,2013-06-26,더 까페,"광주광역시 동구 중앙로 163, 2층 (충장로4가)",광주광역시 동구 충장로4가 29-2 (2층) ,,2020-09-18
제과점영업,제과점영업,2013-06-26,프렌드 베이커리,"광주광역시 동구 중앙로 244 (동명동,(1층))",광주광역시 동구 동명동 242-12 (1층) ,062-226-3646,2020-09-18
일반음식점,일반음식점,2013-06-28,플레이(PLAY),"광주광역시 동구 필문대로287번길 19-7 (지산동,(1층))",광주광역시 동구 지산동 509-7 (1층) ,062-234-0190,2020-09-18
일반음식점,일반음식점,2013-06-28,믹스(Mix)호프,"광주광역시 동구 필문대로287번길 19-7 (지산동,(2층))",광주광역시 동구 지산동 509-7 (2층) ,062-234-0190,2020-09-18
휴게음식점,휴게음식점,2013-06-28,카페 젬마,"광주광역시 동구 예술길 31-16, 1층 (대의동)",광주광역시 동구 대의동 28 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-07-01,가비1,"광주광역시 동구 필문대로287번길 24-26 (서석동,(1층))",광주광역시 동구 서석동 350-3 (1층) ,062-232-3335,2020-09-18
일반음식점,일반음식점,2013-07-05,남촌마을,"광주광역시 동구 학소로 81, 1층 (소태동)",광주광역시 동구 소태동 564-8 (1층) ,062-227-5938,2020-09-18
일반음식점,일반음식점,2013-07-11,세렌디피티,"광주광역시 동구 서석로7번길 6-6 (불로동,(1층))",광주광역시 동구 불로동 104 (1층) ,062-222-8061,2020-09-18
일반음식점,일반음식점,2013-07-18,크림슨,"광주광역시 동구 서석로7번길 12-29, 1,2,3층 (불로동)","광주광역시 동구 불로동 11-1 (1,2,3층) ",062-233-6565,2020-09-18
일반음식점,일반음식점,2013-07-19,치킨퐁237,"광주광역시 동구 의재로 17-1 (학동,(1층))",광주광역시 동구 학동 873-3 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-07-25,한마음쉼터,"광주광역시 동구 구성로 195-2 (대인동,(1층))",광주광역시 동구 대인동 25-8 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-07-26,"안녕,커피","광주광역시 동구 필문대로 339, 1층 (학동)",광주광역시 동구 학동 524-3 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-07-31,알프스,"광주광역시 동구 구성로194번길 8 (금남로5가,(지하1층))",광주광역시 동구 금남로5가 183-2 (지하1층) ,062-223-5975,2020-09-18
휴게음식점,휴게음식점,2013-08-06,배스킨라빈스 조선대점,"광주광역시 동구 필문대로 271 (동명동,(1층))",광주광역시 동구 동명동 118-19 (1층) ,062-225-8100,2020-09-18
일반음식점,일반음식점,2013-08-09,만계치킨,"광주광역시 동구 무등로375번길 18, 1층 (계림동)",광주광역시 동구 계림동 1213 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-08-12,이조(李朝)감자탕,광주광역시 동구 필문대로287번길 19 (지산동),광주광역시 동구 지산동 507-3 ,062-234-8282,2020-09-18
일반음식점,일반음식점,2013-08-12,소문난분식,"광주광역시 동구 금남로 161-9, 1층 (금남로5가)",광주광역시 동구 금남로5가 30 (1층) ,062-233-3231,2020-09-18
일반음식점,일반음식점,2013-08-20,산울림,"광주광역시 동구 동명로70번길 1-3, 1층 (동명동)",광주광역시 동구 동명동 24-11 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-08-22,맷돌영양두유,"광주광역시 동구 밤실로 97, 1층 (산수동)",광주광역시 동구 산수동 509-3 1층 ,,2020-09-18
일반음식점,일반음식점,2013-08-26,신양파크호텔(예원),"광주광역시 동구 지호로 214-7 (지산동,(6층))",광주광역시 동구 지산동 20-8 (6층) ,062-228-8000,2020-09-18
일반음식점,일반음식점,2013-08-30,517,광주광역시 동구 필문대로287번길 15-15 (지산동),광주광역시 동구 지산동 517-1 ,062-233-5775,2020-09-18
일반음식점,일반음식점,2013-09-06,참스민,"광주광역시 동구 남문로 752-3 (학동,(1층))",광주광역시 동구 학동 31-33 (1층) ,062-232-3883,2020-09-18
휴게음식점,휴게음식점,2013-09-06,봉구스 밥버거,"광주광역시 동구 남문로 683, 1층 (학동)",광주광역시 동구 학동 868-7 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-09-09,할리스2,"광주광역시 동구 충장로안길 43, 2층 (충장로1가)",광주광역시 동구 충장로1가 23 (2층) ,,2020-09-18
휴게음식점,휴게음식점,2013-09-13,(주)취영루푸드시스템,"광주광역시 동구 독립로 268, 지하1층 (대인동)",광주광역시 동구 대인동 7-1 (지하1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-09-17,어울림협동조합 푸른길카페,"광주광역시 동구 동명로20번길 43-5, 1층 (동명동)",광주광역시 동구 동명동 154-82 (1층) ,062-223-3539,2020-09-18
일반음식점,일반음식점,2013-10-08,진스통,"광주광역시 동구 충장로안길 26, 2층 (황금동)",광주광역시 동구 황금동 41-3 (2층) ,,2020-09-18
일반음식점,일반음식점,2013-10-10,오복,"광주광역시 동구 필문대로187번길 1-17, 1층 (산수동)",광주광역시 동구 산수동 522-30 ,062-223-1579,2020-09-18
일반음식점,일반음식점,2013-10-10,미송식당,광주광역시 동구 중앙로 149-8 (호남동),광주광역시 동구 호남동 32-21 ,062-223-6322,2020-09-18
일반음식점,일반음식점,2013-10-14,계동치킨,"광주광역시 동구 제봉로222번길 11, 1층 (대인동)",광주광역시 동구 대인동 316-24 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-10-15,커피현상소2,"광주광역시 동구 지호로 137-21, 2층 (지산동)",광주광역시 동구 지산동 73-1 (2층) ,,2020-09-18
일반음식점,일반음식점,2013-10-18,카페 파스쿠찌 광주황금점,"광주광역시 동구 중앙로160번길 15-3 (황금동,(2층))",광주광역시 동구 황금동 19-1 (2층) ,,2020-09-18
일반음식점,일반음식점,2013-10-18,김밥천국 대인점,"광주광역시 동구 제봉로222번길 2 (대인동,1층)",광주광역시 동구 대인동 324-19 1층 ,062-226-0117,2020-09-18
제과점영업,제과점영업,2013-10-29,김경오빵집,광주광역시 동구 금남로 194-1 (금남로4가),광주광역시 동구 금남로4가 85-2 ,062-222-5229,2020-09-18
일반음식점,일반음식점,2013-10-30,영안반점,"광주광역시 동구 충장로 45-13, 1~3층 (금남로5가)",광주광역시 동구 금남로5가 135-1 1~3층 ,062-223-6098,2020-09-18
일반음식점,일반음식점,2013-10-30,먹자판,"광주광역시 동구 필문대로287번길 24-12 (서석동,(1층))",광주광역시 동구 서석동 445-5 (1층) ,062-223-0557,2020-09-18
일반음식점,일반음식점,2013-11-04,맛이만나,"광주광역시 동구 충장로22번길 3, 1층 (충장로5가)",광주광역시 동구 충장로5가 80-2 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-11-04,지원식당,"광주광역시 동구 남문로 590, 1층 (소태동)",광주광역시 동구 소태동 652 1층 ,,2020-09-18
일반음식점,일반음식점,2013-11-08,예담,"광주광역시 동구 갈마로 58 (산수동,(1층))",광주광역시 동구 산수동 676 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-11-20,보광옥,"광주광역시 동구 충장로46번길 16 (충장로5가,69-2)",광주광역시 동구 충장로5가 69-1 69-2 ,062-224-2842,2020-09-18
일반음식점,일반음식점,2013-11-20,해남식당,"광주광역시 동구 제봉로17번길 4-2, 1층 (학동)",광주광역시 동구 학동 61-82 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2013-11-26,토우전통찻집,"광주광역시 동구 의재로 54-2, 1층 (학동)",광주광역시 동구 학동 729-8 (1층) ,062-227-9131,2020-09-18
일반음식점,일반음식점,2013-11-29,신바람 하우스,"광주광역시 동구 무등로307번길 10-4 (계림동,(1층))",광주광역시 동구 계림동 556-1 (1층) ,,2020-09-18
일반음식점,일반음식점,2013-12-03,알랭,"광주광역시 동구 동명로20번길 17-6 (동명동,(1층))",광주광역시 동구 동명동 154-112 (1층) ,062-223-2885,2020-09-18
일반음식점,일반음식점,2013-12-03,만리향,"광주광역시 동구 문화전당로35번길 38 (불로동,(1층))",광주광역시 동구 불로동 186-5 (1층) ,062-225-2234,2020-09-18
제과점영업,제과점영업,2013-12-06,버거킹 광주충장점,"광주광역시 동구 충장로안길 38 (황금동,(1,2층))","광주광역시 동구 황금동 71 (1,2층) ",062-225-0298,2020-09-18
